marca|modelo|categoria|precio_mxn|rango|combustible|transmision|url
BMW|BMW X3 M Competition|SUV|2194500.0|Más de $1,200,000|Gasolina|automática 8 velocidades Steptronic|https://www.autocosmos.com.mx/catalogo/2024/bmw/x3-m/competition/170250
BMW|BMW X3 M 3.0L|SUV|2194500.0|Más de $1,200,000|Gasolina|automática 8 velocidades Steptronic|https://www.autocosmos.com.mx/catalogo/2024/bmw/x3-m/30l/170251
BMW|BMW X4 xDrive30i|SUV|1394900.0|Más de $1,200,000|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/bmw/x4/xdrive30i/172758
BMW|BMW X4 M40i|SUV|1630900.0|Más de $1,200,000|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/bmw/x4/m40i/172757
BMW|BMW X4 M Competition|SUV|2259900.0|Más de $1,200,000|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/bmw/x4-m/competition/171456
BMW|BMW X5 xDrive40i|SUV|1679900.0|Más de $1,200,000|Gasolina|automática 8 velocidades Steptronic|https://www.autocosmos.com.mx/catalogo/2026/bmw/x5/xdrive40i/172761
BMW|BMW X5 xDrive 50e|SUV|1939900.0|Más de $1,200,000|Gasolina - Eléctrico|automática 8 velocidades Steptronic|https://www.autocosmos.com.mx/catalogo/2026/bmw/x5/xdrive-50e/172760
BMW|BMW X5 M60i|SUV|2179900.0|Más de $1,200,000|Gasolina|automática 8 velocidades Steptronic|https://www.autocosmos.com.mx/catalogo/2026/bmw/x5/m60i/172759
BMW|BMW X5 M Competition|SUV|2894000.0|Más de $1,200,000|Gasolina|automática 8 velocidades Steptronic|https://www.autocosmos.com.mx/catalogo/2026/bmw/x5-m/competition/172762
BMW|BMW X6 xDrive40i M Sport|SUV|1799900.0|Más de $1,200,000|Gasolina|automática 8 velocidades Steptronic|https://www.autocosmos.com.mx/catalogo/2026/bmw/x6/xdrive40i-m-sport/172764
BMW|BMW X6 M60i|SUV|2249900.0|Más de $1,200,000|Gasolina|automática 8 velocidades Steptronic|https://www.autocosmos.com.mx/catalogo/2026/bmw/x6/m60i/172763
BMW|BMW X6 M Competition|SUV|2929900.0|Más de $1,200,000|Gasolina|automática 8 velocidades Steptronic|https://www.autocosmos.com.mx/catalogo/2026/bmw/x6-m/competition/172736
BMW|BMW X7 xDrive40i|SUV|2154900.0|Más de $1,200,000|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2026/bmw/x7/xdrive40i/172766
BMW|BMW X7 M60i|SUV|2489900.0|Más de $1,200,000|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2026/bmw/x7/m60i/172765
BMW|BMW XM XM|SUV|4204900.0|Más de $1,200,000|Gasolina - Eléctrico|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2026/bmw/xm/xm/172735
BMW|BMW Z4 M40i|Convertible|1509900.0|Más de $1,200,000|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2026/bmw/z4/m40i/172716
Buick|Buick Enclave Sport Touring|SUV|1328000.0|Más de $1,200,000|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/buick/enclave/sport-touring/172153
Buick|Buick Enclave Avenir|SUV|1472000.0|Más de $1,200,000|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/buick/enclave/avenir/172152
Buick|Buick Encore GX Sport Touring|SUV|721400.0|$700,000 – $749,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2025/buick/encore-gx/sport-touring/171496
Buick|Buick Encore GX Avenir|SUV|788900.0|$750,000 – $799,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2025/buick/encore-gx/avenir/171497
Buick|Buick Envision Sport Touring|SUV|971400.0|$950,000 – $999,999|Gasolina|automática 9 velocidades|https://www.autocosmos.com.mx/catalogo/2025/buick/envision/sport-touring/172150
Buick|Buick Envision Avenir|SUV|1047400.0|$1,000,000 – $1,049,999|Gasolina|automática 9 velocidades|https://www.autocosmos.com.mx/catalogo/2025/buick/envision/avenir/172151
Buick|Buick Envista Sport Touring|SUV|661400.0|$650,000 – $699,999|Gasolina|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/buick/envista/sport-touring/171760
Buick|Buick Envista Avenir|SUV|686900.0|$650,000 – $699,999|Gasolina|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/buick/envista/avenir/171759
BYD|BYD Dolphin GS|Hatchback|535990.0|$500,000 – $549,999|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2024/byd/dolphin/gs/171445
BYD|BYD Dolphin Mini 300km|Hatchback||No disponible|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2026/byd/dolphin-mini/300km/172547
BYD|BYD Dolphin Mini 380km|Hatchback||No disponible|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2026/byd/dolphin-mini/380km/172546
BYD|BYD Han EV Eléctrico|Sedán|1381000.0|Más de $1,200,000|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2024/byd/han-ev/electrico/171444
BYD|BYD King DM-i|Sedán||No disponible|Gasolina - Eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/byd/king/dm-i/172748
BYD|BYD M9 GL|Minivan||No disponible|Gasolina - Eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/byd/m9/gl/172626
BYD|BYD Seal RWD|Sedán|778800.0|$750,000 – $799,999|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2024/byd/seal/rwd/171051
BYD|BYD Seal AWD|Sedán|888800.0|$850,000 – $899,999|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2024/byd/seal/awd/171113
BYD|BYD Sealion 7 EV AWD|SUV||No disponible|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/byd/sealion-7-ev/awd/172192
BYD|BYD Shark GL|Pick Up||No disponible|Gasolina - Eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2024/byd/shark/gl/171332
BYD|BYD Shark GS|Pick Up||No disponible|Gasolina - Eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2024/byd/shark/gs/171333
BYD|BYD Song Plus DM-i GS|SUV||No disponible|Gasolina - Eléctrico|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2024/byd/song-plus-dm-i/gs/171109
BYD|BYD Song Pro 1.5L|SUV||No disponible|Gasolina - Eléctrico|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/byd/song-pro/15l/172749
BYD|BYD Tang EV GS|SUV|1399000.0|Más de $1,200,000|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2024/byd/tang-ev/gs/171446
BYD|BYD Yuan Plus EV GS 480km|SUV|799000.0|$750,000 – $799,999|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2024/byd/yuan-plus-ev/gs-480km/171447
BYD|BYD Yuan Pro GS|SUV||No disponible|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/byd/yuan-pro/gs/172281
Cadillac|Cadillac Escalade Premium Luxury|SUV|2897400.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/cadillac/escalade/premium-luxury/172225
Cadillac|Cadillac Escalade Premium Luxury ESV|SUV|3063400.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/cadillac/escalade/premium-luxury-esv/172531
Cadillac|Cadillac Escalade - V 6.2L|SUV|3703400.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/cadillac/escalade---v/62l/172068
Cadillac|Cadillac Escalade - V 6.2L ESV|SUV|3846400.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/cadillac/escalade---v/62l-esv/172530
Cadillac|Cadillac Lyriq AWD F|SUV|1914400.0|Más de $1,200,000|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2024/cadillac/lyriq/awd-f/170363
Cadillac|Cadillac Lyriq AWD C Techo Bitono|SUV|1914400.0|Más de $1,200,000|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2024/cadillac/lyriq/awd-c-techo-bitono/170870
Cadillac|Cadillac Optiq Sport 3|SUV|1329900.0|Más de $1,200,000|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/cadillac/optiq/sport-3/172462
Cadillac|Cadillac Optiq Sport 3 Bi tono|SUV|1329900.0|Más de $1,200,000|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/cadillac/optiq/sport-3-bi-tono/172576
Cadillac|2025|SUV||No disponible|Gasolina|automática 9 velocidades|https://www.autocosmos.com.mx/catalogo/2025/cadillac/xt4/premium-luxury/171827
Cadillac|Cadillac XT4 Sport|SUV|1198600.0|$1,150,000 – $1,199,999|Gasolina|automática 9 velocidades|https://www.autocosmos.com.mx/catalogo/2025/cadillac/xt4/sport/171828
Cadillac|2024|SUV||No disponible|Gasolina|automática 9 velocidades|https://www.autocosmos.com.mx/catalogo/2024/cadillac/xt4/premium-luxury/171345
Cadillac|Cadillac XT4 Sport|SUV|1168400.0|$1,150,000 – $1,199,999|Gasolina|automática 9 velocidades|https://www.autocosmos.com.mx/catalogo/2024/cadillac/xt4/sport/171347
Cadillac|Cadillac XT5 Luxury|SUV|1227100.0|Más de $1,200,000|Gasolina|automática 9 velocidades|https://www.autocosmos.com.mx/catalogo/2025/cadillac/xt5/luxury/171788
Cadillac|Cadillac XT5 Sport|SUV|1421100.0|Más de $1,200,000|Gasolina|automática 9 velocidades|https://www.autocosmos.com.mx/catalogo/2025/cadillac/xt5/sport/171789
Changan|Changan Alsvin 1.4L|Sedán|304500.0|$300,000 – $349,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/changan/alsvin/14l/171867
Changan|Changan Alsvin 1.5L Aut|Sedán|324500.0|$300,000 – $349,999|Gasolina|automática 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/changan/alsvin/15l-aut/171868
Changan|Changan CS35 Plus Turbo Comfort|SUV|399000.0|$350,000 – $399,999|Gasolina|automática doble embrague, 7 velocidades|https://www.autocosmos.com.mx/catalogo/2025/changan/cs35-plus-turbo/comfort/171918
Changan|Changan CS35 Plus Turbo Luxury|SUV|464900.0|$450,000 – $499,999|Gasolina|automática doble embrague, 7 velocidades|https://www.autocosmos.com.mx/catalogo/2025/changan/cs35-plus-turbo/luxury/171919
Changan|Changan CS35 Plus Turbo Premium|SUV|529900.0|$500,000 – $549,999|Gasolina|automática doble embrague, 7 velocidades|https://www.autocosmos.com.mx/catalogo/2025/changan/cs35-plus-turbo/premium/171920
Changan|Changan CS55 Plus Premium|SUV|549900.0|$500,000 – $549,999|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2025/changan/cs55-plus/premium/172535
Changan|Changan CS55 Plus Luxury|SUV|563000.0|$550,000 – $599,999|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2025/changan/cs55-plus/luxury/172534
Changan|Changan CS55 Plus iDD Luxury|SUV||No disponible|Gasolina - Eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2026/changan/cs55-plus-idd/luxury/172532
Changan|Changan CS55 Plus iDD Premium|SUV||No disponible|Gasolina - Eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2026/changan/cs55-plus-idd/premium/172533
Changan|Changan CS75 Pro Luxury|SUV|489900.0|$450,000 – $499,999|Gasolina|manual 7 velocidades|https://www.autocosmos.com.mx/catalogo/2026/changan/cs75-pro/luxury/172536
Changan|Changan CS75 Pro Premium|SUV|519900.0|$500,000 – $549,999|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2026/changan/cs75-pro/premium/172537
Changan|Changan CS95 Plus Premium 4WD|SUV||No disponible|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2026/changan/cs95-plus/premium-4wd/172675
Changan|Changan Deepal S07 Bev|SUV|799000.0|$750,000 – $799,999|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/changan/deepal-s07/bev/171653
Changan|Changan Deepal S07 Reev|SUV|829000.0|$800,000 – $849,999|Gasolina - Eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/changan/deepal-s07/reev/171654
Changan|Changan Eado Plus Luxury|Sedán||No disponible|Gasolina|automática 7 velocidades|https://www.autocosmos.com.mx/catalogo/2026/changan/eado-plus/luxury/172655
Changan|Changan Eado Plus iDD Luxury|Sedán||No disponible|Gasolina - Eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2026/changan/eado-plus-idd/luxury/172538
Changan|Changan Eado Plus iDD Premium|Sedán||No disponible|Gasolina - Eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2026/changan/eado-plus-idd/premium/172539
Changan|Changan Honor S Plus|Van|289900.0|$250,000 – $299,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/changan/honor-s/plus/171793
Changan|Changan Hunter Chasis|Pick Up|449000.0|$400,000 – $449,999|Gasolina|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/changan/hunter/chasis/171798
Changan|Changan Hunter Work|Pick Up|479900.0|$450,000 – $499,999|Gasolina|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/changan/hunter/work/171799
Changan|Changan Hunter 4x2|Pick Up|509900.0|$500,000 – $549,999|Gasolina|automática 6 velocidades con modo manual|https://www.autocosmos.com.mx/catalogo/2025/changan/hunter/4x2/171405
Changan|Changan Hunter 4x4 Aut|Pick Up|649900.0|$600,000 – $649,999|Gasolina|automática 6 velocidades con modo manual|https://www.autocosmos.com.mx/catalogo/2025/changan/hunter/4x4-aut/171406
Changan|Changan Star Truck Caja|Pick Up|279900.0|$250,000 – $299,999|Gasolina|manual 5 velocidades|https://www.autocosmos.com.mx/catalogo/2025/changan/star-truck/caja/171795
Changan|Changan Uni-K Premium|SUV|749900.0|$700,000 – $749,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/changan/uni-k/premium/172672
Changan|Changan Uni-K Premium AWD|SUV|829900.0|$800,000 – $849,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/changan/uni-k/premium-awd/171404
Chevrolet|Chevrolet Aveo LS|Sedán|312900.0|$300,000 – $349,999|Gasolina|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/aveo/ls/171717
Chevrolet|Chevrolet Aveo LT|Sedán|337900.0|$300,000 – $349,999|Gasolina|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/aveo/lt/171626
Chevrolet|Chevrolet Aveo LT Plus|Sedán|366900.0|$350,000 – $399,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/aveo/lt-plus/171718
Chevrolet|Chevrolet Aveo HB LS|Hatchback|299900.0|$250,000 – $299,999|Gasolina|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/aveo-hb/ls/172083
Chevrolet|Chevrolet Aveo HB LT|Hatchback|325900.0|$300,000 – $349,999|Gasolina|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/aveo-hb/lt/171624
Chevrolet|Chevrolet Aveo HB LT Black Edition|Hatchback|331900.0|$300,000 – $349,999|Gasolina|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/aveo-hb/lt-black-edition/171873
Chevrolet|Chevrolet Aveo HB LT Plus|Hatchback|356400.0|$350,000 – $399,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/aveo-hb/lt-plus/171625
Chevrolet|Chevrolet Blazer RS|SUV|1174900.0|$1,150,000 – $1,199,999|Gasolina|automática 9 velocidades|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/blazer/rs/171716
Chevrolet|Chevrolet Blazer EV RS|SUV||No disponible|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/blazer-ev/rs/171854
Chevrolet|Chevrolet Bolt EUV LT|SUV||No disponible|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2023/chevrolet/bolt-euv/lt/169820
Chevrolet|Chevrolet BrightDrop 600|Van||No disponible|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/brightdrop/600/172010
Chevrolet|Chevrolet BrightDrop 400|Van||No disponible|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/brightdrop/400/172009
Chevrolet|Chevrolet Captiva LT 7 pas|SUV||No disponible|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2026/chevrolet/captiva/lt-7-pas/172916
Chevrolet|Chevrolet Captiva Premier|SUV||No disponible|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2026/chevrolet/captiva/premier/172917
Chevrolet|Chevrolet Captiva Premier Black Edition|SUV||No disponible|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2026/chevrolet/captiva/premier-black-edition/172918
Chevrolet|Chevrolet Captiva LT 5 pas|SUV|454900.0|$450,000 – $499,999|Gasolina|automática CVT|https://www.autocosmos.com.mx/catalogo/2026/chevrolet/captiva/lt-5-pas/172915
Chevrolet|Chevrolet Cheyenne LT 4X2|Pick Up|1121900.0|$1,100,000 – $1,149,999|Gasolina|automática CVT 6 Velocidades|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/cheyenne/lt-4x2/171874
Chevrolet|Chevrolet Cheyenne LT 4X4|Pick Up|1192900.0|$1,150,000 – $1,199,999|Gasolina|automática CVT 6 Velocidades|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/cheyenne/lt-4x4/171875
Chevrolet|Chevrolet Cheyenne RST CD|Pick Up|1398400.0|Más de $1,200,000|Gasolina|automática CVT 6 Velocidades|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/cheyenne/rst-cd/171822
Chevrolet|Chevrolet Cheyenne 6.2L High Country|Pick Up|1705900.0|Más de $1,200,000|Gasolina|automática 10 velocidades|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/cheyenne/62l-high-country/171876
Chevrolet|Chevrolet Cheyenne ZR2|Pick Up|1767400.0|Más de $1,200,000|Gasolina|automática CVT 6 Velocidades|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/cheyenne/zr2/171877
Chevrolet|Chevrolet Cheyenne ZR2 Bison|Pick Up|1931400.0|Más de $1,200,000|Gasolina|automática CVT 6 Velocidades|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/cheyenne/zr2-bison/171878
Chevrolet|Chevrolet Colorado Z71|Pick Up|1079900.0|$1,050,000 – $1,099,999|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/colorado/z71/172575
Chevrolet|Chevrolet Colorado ZR2|Pick Up|1208400.0|Más de $1,200,000|Gasolina|automática 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/colorado/zr2/172336
Chevrolet|2025|Convertible   Coupé||No disponible|Gasolina|automática doble embrague, 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/corvette-stingray/stingray-z51/171997
Chevrolet|Chevrolet Corvette Stingray Stingray Z51 Performance Package|Convertible   Coupé|3410900.0|Más de $1,200,000|Gasolina|automática doble embrague, 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/corvette-stingray/stingray-z51-performance-package/171995
Chevrolet|Chevrolet Corvette Stingray Stingray Z51 Convertible|Convertible   Coupé|3514400.0|Más de $1,200,000|Gasolina|automática doble embrague, 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/corvette-stingray/stingray-z51-convertible/171996
Chevrolet|2024|Convertible   Coupé||No disponible|Gasolina|automática doble embrague, 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/chevrolet/corvette-stingray/stingray-z51/170825
Chevrolet|Chevrolet Corvette Stingray Stingray Z51 Performance Package|Convertible   Coupé|3284900.0|Más de $1,200,000|Gasolina|automática doble embrague, 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/chevrolet/corvette-stingray/stingray-z51-performance-package/170826
Chevrolet|Chevrolet Corvette Stingray Stingray Z51 Convertible|Convertible   Coupé|3384900.0|Más de $1,200,000|Gasolina|automática doble embrague, 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/chevrolet/corvette-stingray/stingray-z51-convertible/170827
Chevrolet|2025|Coupé||No disponible|Gasolina|automática doble embrague, 8 velocidades|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/corvette-z06/coupe/171994
Chevrolet|2024|Coupé||No disponible|Gasolina|automática doble embrague, 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/chevrolet/corvette-z06/55l/170990
Chevrolet|Chevrolet Corvette Z06 Carbon Track Edition|Coupé|4204900.0|Más de $1,200,000|Gasolina|automática doble embrague, 8 velocidades|https://www.autocosmos.com.mx/catalogo/2024/chevrolet/corvette-z06/carbon-track-edition/170991
Chevrolet|Chevrolet Equinox EV RS|SUV||No disponible|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/equinox-ev/rs/172084
Chevrolet|Chevrolet Equinox EV RS Bitono|SUV||No disponible|eléctrico|automática|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/equinox-ev/rs-bitono/172085
Chevrolet|Chevrolet Express Cargo LS Paquete B|Van|913400.0|$900,000 – $949,999|Gasolina|automática 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/express-cargo/ls-paquete-b/172063
Chevrolet|Chevrolet Express MAX Cargo van|Van|708100.0|$700,000 – $749,999|Diésel|manual 6 velocidades|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/express-max/cargo-van/172405
Chevrolet|Chevrolet Express Passenger LS L 12 Pas|Van|1036400.0|$1,000,000 – $1,049,999|Gasolina|automática 6 velocidades con sobremarcha|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/express-passenger/ls-l-12-pas/172061
Chevrolet|Chevrolet Express Passenger LS C 15 Pas|Van|1188400.0|$1,150,000 – $1,199,999|Gasolina|automática 6 velocidades con sobremarcha|https://www.autocosmos.com.mx/catalogo/2025/chevrolet/express-passenger/ls-c-15-pas/172062
